R607615,R444827
R424567,R713472
R923249,R430600
R594466,R240695
R851487,R363932
R130905,R785435
R509789,R385375
R156855,R225417
R206367,R159714
R183357,R813012
R258003,R195746
R612517,R313359
R150287,R715655
R235843,R103218
R197065,R437451
R532999,R330424
R801781,R915428
R186556,R783850
R367105,R978555
R192974,R885747
R839262,R407595
R644980,R357789
R176088,R943414
R155605,R340362
R181948,R833012
R551863,R543586
R732258,R699642
R700105,R930842
R871407,R826910
R649741,R754857
R545361,R173052
R650186,R221678
R643764,R109888
R877108,R605873
R652138,R516308
R100689,R437095
R575129,R773151
R657247,R205629
R939391,R146123
R861610,R724172
R380674,R443745
R560425,R968762
R503469,R663183
R918783,R245284
R853960,R915772
R397351,R824719
R204994,R887847
R675806,R846569
R295702,R615041
R725384,R690420
R898191,R810245
R799517,R275289
R348961,R840740
R895365,R271938
R407535,R754238
R143655,R751721
R285396,R890011
R890648,R907569
R210758,R889089
R185725,R507043
R620164,R663605
R678191,R153361
R276479,R354793
R334709,R199858
R543293,R645940
R546670,R581731
R755624,R251596
R557775,R499424
R729087,R697584
R367312,R220180
R674689,R998490
R320966,R668008
R558796,R850073
R173270,R207293
R302885,R829227
R686029,R552148
R852277,R965141
R867676,R787199
R728617,R679172
R713368,R564497
R118272,R603748
R331684,R618649
R576912,R539112
R595585,R775371
R657102,R703829
R294138,R827277
R712648,R218854
R873027,R631248
R282975,R434060
R353640,R980754
R255842,R804354
R694773,R648096
R679535,R574344
R236383,R338659
R709902,R245919
R137530,R588077
R871351,R683503
R517103,R574897
R651855,R252242
R630656,R486700
R772887,R492337
R503707,R333731
R850416,R138198
R216999,R271491
R841253,R422488
R667384,R346625
R890475,R303503
R695026,R634376
R812261,R315222
R793139,R548896
R764067,R453195
R351190,R101078
R188369,R416442
R271839,R877761
R451198,R490779
R196430,R207801
R607798,R497407
R621159,R403424
R900039,R916929
R646179,R713260
R937745,R686239
R498555,R210445
R268464,R240116
R155184,R527429
R656769,R924900
R993581,R481757
R519910,R511925
R788822,R796997
R209846,R116231
R223360,R342314
R122482,R295447
R104929,R263178
R328867,R640522
R713553,R729735
R236354,R862024
R365681,R375538
R591451,R558351
R322732,R942461
R647424,R525890
R535566,R903796
R142946,R213835
R778754,R260896
R501047,R648699
R331195,R408977
R868930,R108943
R122891,R736098
R639368,R916133
R661199,R227440
R575758,R876499
R476003,R382801
R576396,R836316
R930193,R345664
R128836,R614040
R956914,R362832
R128187,R355916
R468102,R915860
R563287,R123556
R391272,R651572
R920452,R312515
R460335,R683885
R812385,R676055
R896389,R179801
R437140,R261775
R535300,R114440
R846985,R379298
R589185,R962798
R650655,R667995
R181544,R972508
R912260,R954033
R459304,R517631
R546717,R508206
R579487,R519723
R404059,R163439
R631629,R716403
R142163,R707692
R980583,R547607
R706421,R814179
R121524,R259191
R656772,R411078
R625401,R401952
R266001,R524071
R804344,R808184
R836528,R795733
R468547,R110860
R938233,R660917
R739357,R933255
R310426,R163789
R702670,R320899
R686566,R658454
R136378,R855702
R896540,R869018
R955542,R458406
R807806,R576533
R692193,R191438
R951850,R280133
R366492,R236415
R219241,R687882
R174987,R344702
R264430,R178515
R931523,R141131
R249691,R368764
R317635,R721712
R657556,R101243
R842217,R753626
R265778,R184006
R351366,R376652
R995816,R408700
R731524,R395708
R346047,R665109
R872473,R531133
R744213,R576494
R362559,R208071
R621759,R439700
R201977,R834785
R926385,R691690
R486671,R926800
R608444,R856838
R544803,R696138
R380642,R842008
R121156,R690790
R567891,R663013
R283468,R508609
R254856,R784150
R511716,R139744
R452385,R668594
R442784,R307578
R590737,R135140
R183471,R477066
R129354,R416809
R983992,R664844
R135719,R172223
R496176,R421212
R692255,R648258
R818430,R959898
R732754,R696794
R449179,R656576
R449310,R829546
R897313,R374384
R637263,R274464
R905132,R477139
R800246,R655283
R424509,R366570
R959885,R733601
R750254,R491278
R820477,R169698
R872266,R861695
R295562,R679683
R318838,R835717
R299734,R840574
R857314,R116460
R226700,R328400
R434649,R360864
R203022,R327977
R702052,R392683
R253010,R307453
R714300,R352203
R482947,R740345
R764439,R214919
R839571,R973505
R253118,R705105
R220847,R444364
R450587,R225037
R651539,R568625
R337770,R437969
R583504,R752317
R224764,R626853
R220031,R751840
R211144,R236195
R313075,R629932
R213915,R270107
R742644,R933084
R489056,R435262
R454346,R430794
R198878,R724957
R348216,R878344
R660163,R405588
R616533,R143217
R598646,R171868
R616732,R694286
R766988,R281579
R405051,R645463
R360723,R161954
R130323,R458301
R886076,R137224
R795763,R801740
R225577,R194502
R566983,R243445
R363445,R301380
R621071,R870828
R404507,R440137
R888291,R166224
R638506,R863334
R719620,R469228
R472218,R507540
R842815,R258607
R591003,R828480
R483778,R970343
R301405,R359931
R809817,R828386
R147673,R244703
R618955,R789587
R677918,R155463
R461894,R903201
R222118,R774484
R348386,R393583
R189282,R422329
R931462,R210926
R636564,R484071
R129963,R887337
R690896,R326392
R441145,R298945
R392797,R360076
R588819,R776982
R467922,R764287
R715140,R883135
R243521,R143248
R868838,R880101
R958614,R803260
R411447,R754833
R900826,R605542
R773829,R102552
R779731,R558937
R431850,R409221
R559008,R493636
R579398,R121069
R432229,R878524
R112723,R743366
R909683,R921624
R981486,R772103
R449001,R902571
R889903,R546699
R134220,R125571
R390769,R619814
R534331,R133879
R779732,R467466
R426485,R934297
R393050,R458060
R167552,R525725
R404483,R909976
R953746,R591426
R661114,R751434
R280926,R573325
R580280,R325373
R424217,R749377
R849416,R120905
R681983,R513253
R645618,R506513
R279349,R404359
R157922,R516778
R330766,R824699
R167336,R562421
R202543,R691445
R496186,R641760
R284504,R451975
R632023,R994486
R596454,R208403
R958371,R203359
R925235,R174576
R781545,R570517
R593036,R735159
R856826,R691067
R500299,R572557
R966374,R684312
R301583,R583605
R578544,R589124
R483691,R362287
R779382,R269376
R412904,R498268
R170993,R595311
R434600,R357471
R199685,R269735
R286213,R775067
R179374,R861746
R489728,R498427
R301554,R408327
R602531,R243669
R904967,R698503
R821197,R644324
R233772,R675636
R217809,R983963
R481255,R710571
R251093,R113691
R821679,R604165
R262139,R253387
R330170,R332475
R561799,R231263
R590493,R817224
R371924,R757096
R250765,R798788
R881615,R349836
R932339,R576403
R107316,R697684
R652099,R626370
R298536,R351892
R636106,R572902
R277967,R726824
R504510,R913978
R221561,R114463
R901389,R395942
R755033,R794651
R593035,R123469
R621341,R119954
R508415,R553349
R122548,R939523
R428946,R753080
R406083,R994461
R695847,R269377
R396255,R707178
R947470,R884612
R860629,R239869
R641953,R195967
R158594,R259439
R170880,R725732
R749928,R509722
R980357,R715534
R355223,R961449
R506636,R176203
R781454,R757795
R282472,R817888
R551279,R364995
R784371,R679158
R579120,R804663
R975958,R210639
R843753,R902451
R929177,R329860
R410274,R548710
R608849,R401895
R756061,R475299
R306655,R897715
R747239,R527113
R160349,R388309
R829059,R206685
R622405,R247255
R464767,R416782
R142992,R242320
R767500,R376737
R501871,R423232
R937009,R699153
R563834,R126460
R919720,R387022
R509202,R679288
R375306,R437230
R246640,R526880
R190413,R343936
R199283,R324866
R730514,R451467
R946483,R624596
R327034,R463464
R183954,R593207
R290196,R438710
R131139,R435843
R695515,R293295
R572518,R316268
R829226,R889395
R943816,R225564
R843455,R209865
R605745,R481071
R186927,R254574
R628965,R347642
R997662,R595679
R411284,R913298
R471896,R192237
R496758,R983270
R699987,R729578
R561061,R298412
R595613,R517896
R481921,R973482
R159783,R389050
R512459,R671639
R327137,R125888
R367482,R445997
R776289,R180855
R108001,R373925
R720421,R587691
R494017,R613038
R652455,R396943
R312796,R558557
R775486,R471198
R610901,R803720
R769711,R746541
R936402,R571746
R174179,R960466
R932743,R572988
R307711,R380495
R552421,R527188
R835674,R399323
R420025,R672354
R913885,R303159
R393998,R887090
R169325,R107822
R683242,R847378
R305507,R477738
R640228,R968925
R976967,R907880
R624382,R439876
R420554,R467224
R653661,R329558
R335918,R102788
R656640,R148466
R716198,R306474
R658901,R199005
R936386,R234319
R509348,R613929
R392597,R299672
R944223,R571999
R316301,R365040
R560805,R327101
R213731,R831851
R424619,R604628
R378738,R974067
R858029,R459174
R181989,R372382
R554048,R431059
R152894,R256845
R194897,R534867
R423138,R630720
R124994,R762697
R639479,R590844
R751790,R603675
R128075,R183815
R141554,R387937
R546792,R969076
R882929,R737375
R562041,R697660
R866486,R128019
R817622,R978454
R807627,R172166
R256100,R972970
R297309,R427978
R292864,R368092
R686825,R958615
R790705,R863947
R997695,R560230
R578602,R978660
R637653,R909735
R778610,R815698
R338411,R244661
R517205,R214649
R953809,R219845
R107380,R195802
R955086,R161137
R334822,R589963
R487074,R932156
R541243,R145912
R653838,R884879
R883844,R511836
R265685,R212698
R475821,R724336
R906553,R671235
R347389,R860862
R304727,R462516
R638620,R600098
R578578,R289845
R358180,R820312
R769035,R748387
R334606,R557764
R746390,R574310
R749903,R696161
R500413,R678322
R461328,R155618
R972595,R853778
R718421,R105848
R856029,R639438
R896334,R772442
R753330,R243749
R339432,R390930
R813561,R117412
R496420,R950693
R626392,R244066
R328907,R544104
R699560,R549387
R155180,R645184
R686066,R458905
R758305,R791055
R778532,R224084
R847094,R601959
R644513,R146757
R966243,R919195
R503506,R872892
R614479,R840362
R278244,R802112
R125666,R737015
R183638,R850185
R158996,R318327
R547300,R879567
R497799,R732850
R995300,R945968
R699259,R119653
R996487,R244885
R730521,R218485
R763378,R541707
R652117,R489666
R156958,R613108
R155122,R821204
R816805,R874988
R722772,R645953
R299680,R412185
R112406,R749874
R176676,R397904
R464530,R626968
R720026,R588964
R928852,R319990
R988396,R666928
R339194,R543403
R369205,R249252
R414995,R475397
R487621,R139032
R271800,R280597
R360901,R141794
R107735,R786252
R833835,R119096
R272278,R615223
R366543,R497674
R649209,R141181
R177873,R220780
R715966,R721112
R514861,R549555
R583519,R390346
R816626,R542266
R499680,R890983
R155285,R770776
R100062,R545878
R865082,R279571
R271604,R254035
R952304,R518958
R184523,R540927
R810126,R187761
R842396,R385682
R306528,R963954
R710541,R744309
R347096,R251507
R195465,R122488
R781903,R676520
R635509,R597594
R642842,R725167
R749791,R722817
R384104,R919191
R555256,R950373
R636747,R691240
R257168,R503621
R864122,R578543
R332406,R749497
R345321,R985112
R360385,R437946
R200329,R173560
R241914,R228967
R131214,R199094
R706287,R581277
R789191,R735140
R728888,R946924
R833386,R549432
R857374,R814247
R226152,R654430
R144110,R468288
R656864,R472014
R593532,R160167
R375793,R910316
R368269,R397003
R513292,R492822
R787052,R584780
R986837,R267455
R894308,R790367
R428495,R534956
R213825,R797612
R787583,R744200
R231775,R726038
R433779,R671315
R850515,R972390
R309159,R649092
R691870,R618613
R985884,R464566
R372927,R411915
R696540,R275193
R548336,R695537
R426795,R341838
R357303,R428326
R341861,R172703
R981074,R637067
R121794,R701212
R783118,R708204
R351382,R764412
R412957,R803748
R137604,R941085
R552834,R346975
R617550,R809362
R244241,R102674
R411110,R341371
R366727,R821557
R130697,R403946
R101561,R320525
R450378,R265460
R386261,R378076
R748454,R467255
R710415,R557894
R257466,R337846
R995461,R951946
R882330,R819344
R784420,R825977
R289890,R410693
R535723,R520547
R171436,R252960
R235745,R596153
R833928,R101235
R376615,R148593
R592875,R419399
R527977,R966477
R472174,R586967
R927005,R117804
R889601,R131317
R960310,R398621
R226797,R550138
R607875,R635983
R414635,R247792
R761639,R577905
R207527,R779430
R796014,R981603
R461197,R744170
R826634,R471366
R759748,R265840
R810069,R214794
R638913,R355156
R327813,R113141
R274415,R824073
R768971,R411514
R197277,R714023
R848174,R128751
R170800,R200700
R116429,R950867
R673499,R707775
R609153,R569870
R659381,R661508
R256649,R373577
R962946,R429790
R595826,R653436
R302527,R295493
R631425,R658074
R919478,R392142
R458912,R752374
R251825,R358580
R744183,R430039
R190758,R801054
R229445,R757377
R300756,R210094
R605314,R848460
R107268,R921320
R916270,R639065
R172990,R670205
R697551,R392254
R960360,R360948
R822715,R663502
R787028,R394681
R842668,R241935
R924152,R325901
R808333,R921241
R320009,R157851
R172982,R415413
R750588,R546256
R581614,R461686
R132528,R279285
R965746,R288078
R702642,R995293
R886577,R777216
R705443,R148473
R454300,R602035
R683760,R500653
R543893,R299242
R561782,R943345
R897877,R748432
R539643,R536103
R883236,R930521
R520297,R773185
R275804,R822849
R454118,R369810
R325882,R465951
R302055,R368459
R985322,R689876
R720932,R356562
R400243,R506961
R275170,R785999
R780450,R559012
R231803,R946790
R881511,R533192
R324420,R728673
R942044,R803589
R609256,R806995
R320517,R960945
R446378,R998201
R394842,R357811
R438386,R575855
R558361,R719802
R896396,R790984
R183316,R216884
R471148,R164182
R926265,R166954
R452597,R361951
R328731,R657012
R432781,R880788
R737926,R105105
R243746,R494886
R409237,R795532
R471268,R330140
R153502,R691356
R336917,R301259
R722400,R813773
R250514,R350350
R553086,R969122
R785584,R817273
R126279,R208422
R901290,R587735
R633114,R598203
R877778,R498012
R592559,R133995
R712302,R879055
R869938,R767871
R564299,R501598
R191712,R643727
R253851,R660482
R869413,R788249
R218156,R567399
R872104,R524751
R173280,R181382
R591501,R620028
R685564,R630152
R787774,R928389
R931675,R959367
R571522,R473728
R448078,R529043
R965728,R355877
R645909,R688334
R494253,R167916
R607864,R831724
R587157,R528077
R303545,R866490
R909925,R937080
R446368,R615085
R497357,R137491
R446136,R658612
R770760,R503872
R825038,R643604
R134202,R753781
R743644,R353994
R953079,R316631
R286421,R566260
R960535,R511796
R588580,R566871
R374933,R108176
R270071,R880314
R392775,R605472
R475953,R922121
R543215,R699813
R924991,R815372
R716236,R282147
R833226,R944790
R197703,R904739
R646594,R138036
R528745,R935179
R226876,R447431
R744963,R410039
R537979,R942905
R462087,R205463
R144962,R429362
R380010,R540510
R564436,R377836
R736323,R430797
R969859,R390796
R702003,R757472
R657542,R721116
R759236,R376057
R282374,R421207
R309907,R313684
R818744,R239618
R814582,R125424
R430479,R635887
R971671,R710343
R451947,R729126
R526043,R908779
R509763,R957982
R203903,R830196
R154740,R456575
R957903,R229783
R441418,R832810
R834292,R951666
R445350,R183540
R486515,R616163
R784760,R168918
R568651,R706332
R840309,R140449
R493461,R356204
R375525,R180479
R528566,R830697
R984877,R178383
R237861,R909932
R376230,R109846
R281257,R170540
R913796,R776831
R864091,R312335
R614813,R125691
R425667,R587263
R401479,R369298
R679301,R257869
R399118,R651179
R182410,R493738
R400324,R881077
R506452,R188812
R504249,R518782
R471204,R828996
R688022,R275696
R874350,R184028
R716130,R225277
R458298,R630069
R670266,R843796
R648726,R841213
R992422,R587640
R508172,R129347
R873047,R413076
R108869,R587592
R454593,R693792
R198216,R607776
R563660,R176435
R598567,R652407
R848874,R772551
R329389,R872886
R358365,R535950
R469508,R272551
R410865,R946077
R830250,R493330
R605010,R948567
R588286,R531904
R987827,R167515
R970306,R985536
R297468,R857321
R612082,R700443
R287893,R593030
R606527,R909327
R989782,R673865
R107578,R706803
R781567,R505768
R636813,R971257
R513925,R715914
R676761,R523848
R352040,R132764
R679895,R756130
R406444,R332596
R283770,R361790
R644000,R216116
R190149,R118613
R739363,R113250
R548195,R639383
R582087,R528945
R930566,R239002
R607495,R159341
R459820,R554465
R854296,R563215
R796746,R101858
R974652,R279920
R641430,R375746
R861732,R869389
R244648,R795868
R541500,R716081
R184638,R431143
R537246,R166791
R311643,R336934
R336284,R506562
R117304,R236728
R328172,R919402
R889425,R885048
R591982,R475738
R733154,R844955
R304499,R764373
R153887,R402850
R477796,R755931
R596167,R356996
R937351,R376237
R246609,R782746
R591000,R520775
R884530,R672790
R905268,R605217
R370964,R645300
R562133,R892365
R209753,R849591
R603887,R920555
R432200,R633535
R833130,R277079
R434266,R242478
R835485,R325533
R801866,R790089
R919009,R546855
R620785,R227327
R715132,R199169
R895131,R293959
R302127,R551695
R547270,R608378
R619110,R962903
R483400,R863470
R884084,R338351
R652129,R728445
R460373,R497158
R955468,R500560
R153528,R287984
R457398,R638705
R969675,R677618
R358843,R749208
R382157,R398843
R634056,R968416
R509640,R801649
R922985,R235775
R182130,R820508
R213279,R180514
R121404,R857912
R274153,R716684
R963738,R574322
R185311,R703772
R140742,R852308
R151420,R243666
R917031,R892407
R724572,R372753
R602229,R600620
R413568,R915766
R278100,R113426
R728093,R388629
R742451,R721584
R193354,R810858
R655403,R936901
R366058,R320509
R304781,R409399
R497685,R798751
R872423,R572457
R730642,R972005
R852803,R979659
R121707,R741480
R518803,R867737
R836520,R664877
R804395,R452408
R864066,R950095
R532851,R437646
R594038,R410554
R769693,R128470
R994082,R212904
R250947,R683361
R949511,R240132
R666060,R180189
R830689,R630031
R709006,R395227
R154595,R189866
R476304,R897354
R759393,R867329
R257245,R423318
R257570,R508236
R431502,R413839
R208273,R199040
R562080,R784512
R848621,R886525
R352827,R187931
R809242,R404548
R489502,R702223
R809816,R692175
R693298,R295391
R993801,R341505
R721514,R894184
R494069,R821851
R930512,R912789
R996315,R761086
R698064,R824712
R175670,R178120
R708041,R361343
R928380,R467934
R220947,R701108
R386378,R924237
R431759,R276368
R116403,R680661
R113603,R754618
R671821,R666464
R805845,R748082
R759554,R438437
R911807,R616710
R147170,R448593
R838826,R299021
R124719,R989831
R237771,R855731
R902468,R382472
R991877,R396488
R419222,R737979
R744838,R924580
R444164,R715278
R117668,R689391
R936403,R433503
R756367,R115123
R708872,R358147
R865764,R911176
R299612,R926812
R895880,R545968
R223955,R275213
R946375,R527796
R245868,R510093
R259246,R948275
R775570,R909979
R723446,R299803
R915720,R657483
R570754,R483331
R111877,R827821
R177850,R861108
R888171,R362884
R511161,R423515
R677079,R375611
R207192,R531839
R705779,R297500
R512043,R487682
R660016,R157794
R257149,R727806
R483238,R728266
R279374,R393110
R395940,R431032
R901469,R661707
R225694,R673822
R295013,R860213
R932540,R616569
R172334,R836534
R382147,R740645
R648631,R782137
R598982,R357334
R251451,R179406
R407968,R616370
R206881,R236239
R225746,R212234
R999444,R157921
R369366,R225363
R519331,R401670
R292306,R844456
R961281,R113289
R276992,R487027
R488644,R468986
R552712,R619881
R986613,R911690
R147241,R844000
R154165,R799546
R857124,R405176
R950483,R381568
R279962,R703746
R354977,R312025
R797198,R817355
R671594,R574789
R132755,R830221
R605140,R445301
R967423,R660123
R913411,R274578
R873205,R196815
R596028,R891368
R788318,R613277
R182913,R167074
R604779,R132168
R587787,R241589
R236775,R989079
R205530,R500603
R814018,R521652
R957662,R956396
R713561,R626672
R948591,R774833
R914038,R231413
R175710,R467659
R105574,R681745
R269325,R740735
R198072,R458750
R343110,R704203
R288492,R638295
R633892,R748514
R885482,R157622
R177395,R614680
R230883,R699136
R659730,R245757
R591651,R210715
R731066,R123442
R816425,R496493
R439372,R640657
R929204,R322718
R503858,R480907
R554235,R205407
R377140,R761926
R613634,R326499
R840436,R966108
R992786,R332414
R138119,R628777
R891649,R885027
R772755,R899629
R439342,R143946
R275597,R678738
R330243,R768022
R423081,R962569
R716142,R395801
R781323,R683999
R616974,R197712
R262861,R388772
R157949,R636755
R516214,R139285
R441678,R584291
R295730,R840779
R198323,R846633
R844853,R200611
R834811,R503956
R607988,R794055
R378562,R148131
R940192,R538768
R386612,R958482
R322802,R961520
R981267,R845754
R486359,R691302
R563918,R174766
R663335,R467970
R837714,R801588
R663651,R500969
R356136,R483940
R411040,R777006
R714223,R164332
R650000,R374068
R924617,R179993
R793707,R966841
R717507,R685698
R459259,R567368
R256631,R128672
R730065,R245713
R108448,R334226
R518954,R112128
R428361,R160119
R854616,R336643
R929869,R419158
R788623,R109085
R812561,R831514
R541170,R323756
R579325,R452505
R240770,R589563
R294302,R865941
R301797,R694407
R801595,R879712
R826581,R442684
R396854,R520532
R560249,R964286
R884801,R215010
R497859,R161333
R722954,R627567
R539816,R218822
R343367,R453512
R438591,R316149
R697218,R165061
R240260,R353176
R797385,R725831
R573776,R347746
R217890,R203502
R664413,R590384
R614552,R500209
R673522,R301930
R318815,R597914
R743891,R186648
R158601,R163899
R806799,R397193
R450094,R987385
R360694,R887860
R688115,R246962
